transaction_id,merchant_id,customer_id,business_category,currency_code,reference_token,gross_amount,fee_amount,net_amount,transaction_status,tax_amount,calculated_net,final_status,fee_percentage,currency_region,commerce_type,net_amount_mismatch_flag,fee_exceeds_amount_flag,dbt_loaded_at
A511507,B917035,C679720,RETAIL,EUR,REF-47861326,24.35,0.1,24.35,Failed,2.44,24.25,Failed,0.41,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A031941,B764968,C032108,RETAIL,EUR,REF-86009866,5.7,0.21,5.47,Failed,0.57,5.49,Failed,3.68,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A724774,B275416,C088675,SUBSCRIPTION,EUR,REF-50930807,3.92,0.07,3.84,Failed,0.39,3.85,Failed,1.79,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A024126,B947786,C975049,SUBSCRIPTION,EUR,REF-82227914,6.14,0.19,5.99,Failed,0.61,5.95,Failed,3.09,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A957171,B412394,C690197,WHOLESALE,EUR,REF-58304517,8.36,0,8.34,Failed,0.84,8.36,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A155811,B567031,C550186,B2B,EUR,REF-60987994,6.16,0,6.15,Failed,0.62,6.16,Failed,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A582499,B457110,C967236,B2B,EUR,REF-81398035,11.54,0.1,11.53,Failed,1.15,11.44,Failed,0.87,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A025567,B652088,C080364,MARKETPLACE,EUR,REF-44886408,11.22,0,11.18,Failed,1.12,11.22,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A160505,B655629,C154334,MARKETPLACE,EUR,REF-44893581,31.66,0.35,31.31,Failed,3.17,31.31,Failed,1.11,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A363250,B015616,C938849,SUBSCRIPTION,EUR,REF-04642859,1.87,0,1.83,Failed,0.19,1.87,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A928403,B937914,C882535,SUBSCRIPTION,EUR,REF-51383621,10.89,0.02,10.860000000000001,Failed,1.09,10.87,Failed,0.18,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A647690,B279923,C266651,WHOLESALE,EUR,REF-70899945,4.14,0,4.05,Failed,0.41,4.14,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A954797,B338157,C098458,B2B,EUR,REF-43059228,5.8,0.14,5.57,Failed,0.58,5.66,Failed,2.41,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A931193,B361497,C150760,ONLINE,EUR,REF-64592359,5.32,0,5.3000000000000007,Failed,0.53,5.32,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A122556,B934378,C348765,RETAIL,EUR,REF-55737700,3.32,0.46,2.79,Failed,0.33,2.86,Failed,13.86,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A121689,B857076,C273010,SUBSCRIPTION,EUR,REF-21600668,5.96,0,5.94,Failed,0.6,5.96,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A762040,B789174,C500669,SUBSCRIPTION,EUR,REF-09386893,6.17,0.4,5.82,Failed,0.62,5.77,Failed,6.48,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A583279,B445915,C521441,B2B,EUR,REF-08770292,4.96,0,4.94,Failed,0.5,4.96,Failed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A950551,B025757,C633161,SUBSCRIPTION,EUR,REF-32671869,9.97,0.19,9.8,Failed,1,9.78,Failed,1.91,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A264400,B057352,C062352,WHOLESALE,EUR,REF-68725557,11.12,0.12,11.09,Failed,1.11,11,Failed,1.08,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A145900,B924524,C603451,B2B,EUR,REF-08028472,8.08,0.08,8,Failed,0.81,8,Failed,0.99,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A004597,B299630,C523036,RETAIL,EUR,REF-17188269,4.52,0,4.52,Failed,0.45,4.52,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A491395,B498792,C325338,RETAIL,EUR,REF-78385789,28.35,0.03,28.3,Failed,2.84,28.32,Failed,0.11,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A266103,B204203,C356900,B2B,EUR,REF-69589022,3.7,0.05,3.6700000000000004,Failed,0.37,3.65,Failed,1.35,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A610728,B211750,C194641,B2B,EUR,REF-21762046,2.82,0.06,2.77,Failed,0.28,2.76,Failed,2.13,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A720555,B419344,C539838,B2B,EUR,REF-84525409,4.62,0.12,4.59,Failed,0.46,4.5,Failed,2.6,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A514200,B865857,C162830,B2B,EUR,REF-79505292,21.62,0.39,21.15,Failed,2.16,21.23,Failed,1.8,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A103799,B397096,C259187,B2B,EUR,REF-58905100,58.17,0.67,57.53,Failed,5.82,57.5,Failed,1.15,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A727245,B698507,C505288,ONLINE,EUR,REF-36837723,1.82,0,1.78,Failed,0.18,1.82,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A835340,B858787,C504158,ONLINE,EUR,REF-18144249,6.54,0,6.54,Failed,0.65,6.54,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A810382,B601785,C905348,ONLINE,EUR,REF-62431934,1.77,0.08,1.76,Failed,0.18,1.69,Failed,4.52,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A330324,B920216,C314720,ONLINE,EUR,REF-64397349,6.71,0.15,6.48,Failed,0.67,6.56,Failed,2.24,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A797135,B666894,C506925,SUBSCRIPTION,EUR,REF-27504044,18.89,0.23,18.61,Failed,1.89,18.66,Failed,1.22,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A480593,B368658,C122537,WHOLESALE,EUR,REF-39792848,24.86,0.65,24.22,Failed,2.49,24.21,Failed,2.61,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A444132,B845573,C839780,B2B,EUR,REF-05792996,40.99,0.94,40.03,Failed,4.1,40.05,Failed,2.29,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A738544,B361375,C222352,RETAIL,EUR,REF-83299555,5.11,0.09,5.04,Failed,0.51,5.02,Failed,1.76,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A209049,B750732,C431011,WHOLESALE,EUR,REF-51145900,5.07,0.44,4.57,Failed,0.51,4.63,Failed,8.68,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A378894,B219846,C831913,B2B,EUR,REF-73707530,22.58,0.22,22.3,Failed,2.26,22.36,Failed,0.97,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A217723,B201816,C013404,MARKETPLACE,EUR,REF-24814613,2.07,0,2.06,Failed,0.21,2.07,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A072630,B097577,C160691,ONLINE,EUR,REF-94472414,12.79,0.23,12.54,Failed,1.28,12.56,Failed,1.8,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A176938,B899910,C468604,RETAIL,EUR,REF-44940719,3.47,0,3.42,Failed,0.35,3.47,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A488959,B530771,C543068,RETAIL,EUR,REF-26887364,52.15,0.73,51.3,Failed,5.21,51.42,Failed,1.4,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A954361,B008461,C574406,WHOLESALE,EUR,REF-57655103,1.51,0.03,1.35,Failed,0.15,1.48,Failed,1.99,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A541824,B471151,C758963,WHOLESALE,EUR,REF-98277398,11.45,0.16,11.4,Failed,1.15,11.29,Failed,1.4,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A165031,B919300,C930083,B2B,EUR,REF-25785811,9.7,0.05,9.59,Failed,0.97,9.65,Failed,0.52,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A020762,B063748,C787622,ONLINE,EUR,REF-66011793,3.34,0,3.34,Failed,0.33,3.34,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A335767,B435558,C218079,WHOLESALE,EUR,REF-41474020,6.27,0.21,6.1,Failed,0.63,6.06,Failed,3.35,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A900798,B807276,C212100,MARKETPLACE,EUR,REF-00647152,31.68,0.92,30.72,Failed,3.17,30.76,Failed,2.9,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A876382,B325304,C321775,ONLINE,EUR,REF-20824208,1,0,0.96,Failed,0.1,1,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A749587,B608476,C363154,ONLINE,EUR,REF-25763521,3.08,0,3.08,Failed,0.31,3.08,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A320866,B911367,C227399,RETAIL,EUR,REF-76935312,4.27,0.12,4.08,Failed,0.43,4.15,Failed,2.81,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A148635,B106628,C663016,B2B,EUR,REF-71228265,44.46,0.82,43.68,Failed,4.45,43.64,Failed,1.84,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A677576,B020362,C551398,MARKETPLACE,EUR,REF-52097055,1.59,0.16,1.39,Failed,0.16,1.43,Failed,10.06,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A239371,B113199,C547661,ONLINE,EUR,REF-63615675,3.81,0.07,3.78,Failed,0.38,3.74,Failed,1.84,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A261658,B938380,C974129,RETAIL,EUR,REF-23766944,21.7,0.33,21.32,Failed,2.17,21.37,Failed,1.52,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A604743,B295490,C907437,RETAIL,EUR,REF-25948540,5.66,0.36,5.28,Failed,0.57,5.3,Failed,6.36,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A426454,B745016,C530440,RETAIL,EUR,REF-88161731,5.13,0.37,4.72,Failed,0.51,4.76,Failed,7.21,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A362504,B390864,C348721,SUBSCRIPTION,EUR,REF-29604900,1.71,0.26,1.53,Failed,0.17,1.45,Failed,15.2,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A938350,B429777,C247570,SUBSCRIPTION,EUR,REF-45985241,6.01,0.32,5.65,Failed,0.6,5.69,Failed,5.32,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A657167,B162281,C934199,B2B,EUR,REF-87918027,5.03,0,4.94,Failed,0.5,5.03,Failed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A167928,B664516,C724075,ONLINE,EUR,REF-22183482,6.4,0,6.3,Failed,0.64,6.4,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A545048,B998289,C474321,RETAIL,EUR,REF-38186060,9.76,0.22,9.57,Failed,0.98,9.54,Failed,2.25,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A694677,B522619,C386626,RETAIL,EUR,REF-06075687,21.12,0.79,20.36,Failed,2.11,20.33,Failed,3.74,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A892317,B048878,C600181,B2B,EUR,REF-02100722,5.12,0.22,4.87,Failed,0.51,4.9,Failed,4.3,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A064739,B742901,C087322,ONLINE,EUR,REF-55271679,7.04,0.15,6.82,Failed,0.7,6.89,Failed,2.13,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A125795,B287754,C523163,ONLINE,EUR,REF-28353407,21,0.47,20.54,Failed,2.1,20.53,Failed,2.24,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A497497,B921607,C951672,SUBSCRIPTION,EUR,REF-93371381,5.49,0,5.48,Failed,0.55,5.49,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A904617,B595564,C877521,SUBSCRIPTION,EUR,REF-60877660,6.55,0,6.53,Failed,0.66,6.55,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A269415,B009355,C813863,SUBSCRIPTION,EUR,REF-49244918,3.65,0.06,3.59,Failed,0.36,3.59,Failed,1.64,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A879736,B088928,C819562,ONLINE,EUR,REF-52110538,4.24,0,4.24,Failed,0.42,4.24,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A615503,B370226,C202362,RETAIL,EUR,REF-67720761,10.41,0,10.4,Failed,1.04,10.41,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A106463,B175358,C449210,RETAIL,EUR,REF-84099353,3.47,0.09,3.38,Failed,0.35,3.38,Failed,2.59,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A106744,B017893,C727593,ONLINE,EUR,REF-31993789,8.01,0,8,Failed,0.8,8.01,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A777497,B351537,C582548,SUBSCRIPTION,EUR,REF-08238299,5.25,0.15,5.14,Failed,0.53,5.1,Failed,2.86,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A076352,B489093,C442789,MARKETPLACE,EUR,REF-06880249,1.73,0,1.72,Failed,0.17,1.73,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A071619,B955072,C963330,RETAIL,EUR,REF-05182639,23.66,0.56,23.15,Failed,2.37,23.1,Failed,2.37,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A132755,B465535,C012740,WHOLESALE,EUR,REF-05678570,9.01,0.22,8.73,Failed,0.9,8.79,Failed,2.44,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A464768,B937064,C687504,B2B,EUR,REF-32976730,2.14,0,2.12,Failed,0.21,2.14,Failed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A239926,B036405,C058461,B2B,EUR,REF-16633247,7.39,0.31,7.06,Failed,0.74,7.08,Failed,4.19,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A982297,B032456,C869749,B2B,EUR,REF-73203206,13.9,0.39,13.48,Failed,1.39,13.51,Failed,2.81,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A923127,B584626,C251574,B2B,EUR,REF-82929693,11.06,0.52,10.47,Failed,1.11,10.54,Failed,4.7,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A364484,B150596,C022103,ONLINE,EUR,REF-10322854,6.88,0,6.86,Failed,0.69,6.88,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A930075,B772986,C487534,RETAIL,EUR,REF-40610396,1,0,0.95,Failed,0.1,1,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A292875,B678703,C007808,RETAIL,EUR,REF-09376803,8.44,0.25,8.27,Failed,0.84,8.19,Failed,2.96,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A823139,B255193,C318123,SUBSCRIPTION,EUR,REF-92499500,1,0.01,1,Failed,0.1,0.99,Failed,1,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A006761,B061342,C668156,B2B,EUR,REF-79546048,2.94,0.02,2.85,Failed,0.29,2.92,Failed,0.68,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A478004,B467399,C246899,B2B,EUR,REF-17060187,2.71,0.07,2.66,Failed,0.27,2.64,Failed,2.58,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A973244,B995374,C576606,ONLINE,EUR,REF-65621691,2.06,0,2.04,Failed,0.21,2.06,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A359075,B989380,C732235,RETAIL,EUR,REF-12745119,2.46,0.07,2.37,Failed,0.25,2.39,Failed,2.85,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A530769,B987079,C370576,WHOLESALE,EUR,REF-81033350,10.25,0.03,10.22,Failed,1.03,10.22,Failed,0.29,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A510748,B069761,C153938,WHOLESALE,EUR,REF-49746940,7.62,0.09,7.48,Failed,0.76,7.53,Failed,1.18,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A680849,B983778,C730540,WHOLESALE,EUR,REF-80096842,12.21,0.17,11.98,Failed,1.22,12.04,Failed,1.39,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A284512,B542383,C859567,WHOLESALE,EUR,REF-92831840,8.54,0.32,8.26,Failed,0.85,8.22,Failed,3.75,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A893662,B978067,C130660,MARKETPLACE,EUR,REF-20843783,9.62,0.09,9.55,Failed,0.96,9.53,Failed,0.94,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A560458,B442600,C860196,ONLINE,EUR,REF-64125152,3.39,0,3.3800000000000003,Failed,0.34,3.39,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A462031,B107554,C456397,ONLINE,EUR,REF-70472140,16.09,0.19,15.83,Failed,1.61,15.9,Failed,1.18,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A665361,B166901,C192730,RETAIL,EUR,REF-47695791,6.88,0.11,6.65,Failed,0.69,6.77,Failed,1.6,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A542448,B274044,C468690,WHOLESALE,EUR,REF-93752568,3.81,0,3.8000000000000003,Failed,0.38,3.81,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A207795,B017955,C792003,WHOLESALE,EUR,REF-29395654,8.55,0.3,8.2,Failed,0.86,8.25,Failed,3.51,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A445632,B080286,C462578,MARKETPLACE,EUR,REF-77069323,4.68,0,4.67,Failed,0.47,4.68,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A139200,B637673,C073043,MARKETPLACE,EUR,REF-18624915,5.2,0.37,4.89,Failed,0.52,4.83,Failed,7.12,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A541389,B111062,C103084,SUBSCRIPTION,EUR,REF-91859669,7.82,0.19,7.71,Failed,0.78,7.63,Failed,2.43,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A265410,B361710,C029701,SUBSCRIPTION,EUR,REF-43188256,12.64,0.38,12.29,Failed,1.26,12.26,Failed,3.01,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A702080,B053149,C108385,MARKETPLACE,EUR,REF-61544876,14.34,0.51,13.77,Failed,1.43,13.83,Failed,3.56,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A333320,B389685,C878895,ONLINE,EUR,REF-63506901,2.88,0.06,2.8,Failed,0.29,2.82,Failed,2.08,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A769407,B468353,C284392,RETAIL,EUR,REF-03737199,23.74,0.39,23.27,Failed,2.37,23.35,Failed,1.64,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A753632,B857582,C605703,B2B,EUR,REF-07105093,18.08,0.31,17.75,Failed,1.81,17.77,Failed,1.71,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A407101,B259161,C668372,ONLINE,EUR,REF-25865360,8.94,0.05,8.87,Failed,0.89,8.89,Failed,0.56,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A281847,B105492,C865454,RETAIL,EUR,REF-98817062,5.38,0,5.35,Failed,0.54,5.38,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A033394,B876521,C424753,RETAIL,EUR,REF-28718442,2.91,0,2.9,Failed,0.29,2.91,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A639594,B032131,C761805,SUBSCRIPTION,EUR,REF-03607557,11.88,0.18,11.65,Failed,1.19,11.7,Failed,1.52,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A071162,B487207,C874717,SUBSCRIPTION,EUR,REF-01799150,7.82,0.31,7.58,Failed,0.78,7.51,Failed,3.96,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A064456,B517164,C315843,MARKETPLACE,EUR,REF-48068666,2.68,0.12,2.53,Failed,0.27,2.56,Failed,4.48,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A663552,B972923,C802863,ONLINE,EUR,REF-21256489,2.03,0.09,1.91,Failed,0.2,1.94,Failed,4.43,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A060145,B688214,C242646,SUBSCRIPTION,EUR,REF-25774558,7.26,0.21,7.07,Failed,0.73,7.05,Failed,2.89,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A670884,B162973,C516928,SUBSCRIPTION,EUR,REF-76023247,4.05,0.25,3.84,Failed,0.41,3.8,Failed,6.17,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A363249,B884940,C133652,SUBSCRIPTION,EUR,REF-15737843,23.28,0.36,23,Failed,2.33,22.92,Failed,1.55,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A628142,B298551,C636399,WHOLESALE,EUR,REF-49508841,3.63,0.09,3.56,Failed,0.36,3.54,Failed,2.48,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A832707,B984295,C656793,WHOLESALE,EUR,REF-93191960,5.68,0.17,5.58,Failed,0.57,5.51,Failed,2.99,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A269365,B691446,C381826,WHOLESALE,EUR,REF-87020746,11.78,0.31,11.5,Failed,1.18,11.47,Failed,2.63,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A142622,B462318,C388658,B2B,EUR,REF-33107859,9.96,0.23,9.68,Failed,1,9.73,Failed,2.31,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A426832,B536041,C531376,B2B,EUR,REF-64868367,2.88,0.26,2.62,Failed,0.29,2.62,Failed,9.03,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A738174,B289133,C995790,ONLINE,EUR,REF-29722963,4.85,0.03,4.84,Failed,0.48,4.82,Failed,0.62,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A925055,B289886,C004771,MARKETPLACE,EUR,REF-23829869,7.12,0.08,7.03,Failed,0.71,7.04,Failed,1.12,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A070588,B602581,C338599,MARKETPLACE,EUR,REF-93830891,2.63,0.12,2.53,Failed,0.26,2.51,Failed,4.56,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A558276,B815517,C428358,RETAIL,EUR,REF-39468204,166.58,3.23,163.4,Failed,16.66,163.35,Failed,1.94,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A289124,B823383,C519884,SUBSCRIPTION,EUR,REF-76589008,9.66,0.5,9.14,Failed,0.97,9.16,Failed,5.18,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A366268,B115420,C923108,SUBSCRIPTION,EUR,REF-47136252,25.93,0.9,25,Failed,2.59,25.03,Failed,3.47,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A380584,B413931,C959095,WHOLESALE,EUR,REF-14900234,2.57,0,2.56,Failed,0.26,2.57,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A516780,B805149,C911592,WHOLESALE,EUR,REF-61328253,3.59,0.29,3.13,Failed,0.36,3.3,Failed,8.08,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A398702,B082698,C881980,B2B,EUR,REF-27048423,4.88,0.03,4.87,Failed,0.49,4.85,Failed,0.61,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A883976,B055066,C279097,B2B,EUR,REF-15056354,6.64,0.24,6.45,Failed,0.66,6.4,Failed,3.61,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A286738,B074652,C728554,B2B,EUR,REF-56363693,36.8,0.58,36.14,Failed,3.68,36.22,Failed,1.58,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A790698,B042605,C438513,MARKETPLACE,EUR,REF-97186962,3.02,0.49,2.59,Failed,0.3,2.53,Failed,16.23,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A086973,B113249,C567273,RETAIL,EUR,REF-88774595,15.8,0.06,15.79,Failed,1.58,15.74,Failed,0.38,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A904125,B332188,C727358,RETAIL,EUR,REF-38199664,6.2,0.41,5.76,Failed,0.62,5.79,Failed,6.61,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A969605,B707129,C102640,B2B,EUR,REF-15367115,1.1,0,1.1,Failed,0.11,1.1,Failed,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A224065,B101271,C122430,MARKETPLACE,EUR,REF-85523447,5.21,0.01,5.18,Failed,0.52,5.2,Failed,0.19,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A097816,B119198,C961741,ONLINE,EUR,REF-39760469,19.6,0.04,19.52,Failed,1.96,19.56,Failed,0.2,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
